epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,2172.12,1.23432,0.74392,0,0.81844,0.6593,0.76769,0.49019,1.13281,0.71178,0,0.00200008,0.00200008,0.00200008
74,2679.5,1.23652,0.74355,0,0.81754,0.66049,0.76799,0.49035,1.17932,0.71148,0,0.00188897,0.00188897,0.00188897
75,3185.46,1.23428,0.741,0,0.81806,0.66042,0.76792,0.4904,1.19947,0.711,0,0.00177786,0.00177786,0.00177786
76,3692.39,1.23206,0.73782,0,0.81795,0.6603,0.76805,0.49051,1.2079,0.7107,0,0.00166675,0.00166675,0.00166675
77,4200.06,1.22653,0.73652,0,0.81829,0.66034,0.76804,0.49047,1.21146,0.71024,0,0.00155564,0.00155564,0.00155564
78,4708.55,1.23139,0.73639,0,0.81754,0.66102,0.768,0.49044,nan,0.71001,0,0.00144453,0.00144453,0.00144453
79,5215.78,1.22833,0.73592,0,0.81817,0.66104,0.76816,0.49059,nan,0.70989,0,0.00133342,0.00133342,0.00133342
80,5724.64,1.22657,0.73165,0,0.81767,0.66169,0.76839,0.49062,nan,0.7099,0,0.00122231,0.00122231,0.00122231
81,6211.27,1.20267,0.70992,0,0.81774,0.66127,0.7682,0.49055,nan,0.70965,0,0.0011112,0.0011112,0.0011112
82,6697.54,1.20272,0.70113,0,0.81727,0.66163,0.7683,0.49056,1.21317,0.7096,0,0.00100009,0.00100009,0.00100009
83,7182.92,1.19673,0.697,0,0.81628,0.66262,0.76841,0.49073,nan,0.70949,0,0.00088898,0.00088898,0.00088898
84,7669.26,1.19339,0.69403,0,0.81708,0.66218,0.76835,0.49073,1.21259,0.70936,0,0.00077787,0.00077787,0.00077787
85,8156.88,1.1896,0.69301,0,0.81712,0.66203,0.76826,0.49076,1.21258,0.70949,0,0.00066676,0.00066676,0.00066676
86,8643.2,1.18812,0.68857,0,0.81748,0.66201,0.76836,0.49089,1.21262,0.70933,0,0.00055565,0.00055565,0.00055565
87,9129.37,1.18642,0.68589,0,0.81754,0.66226,0.7683,0.49089,1.21238,0.70919,0,0.00044454,0.00044454,0.00044454
88,9615.63,1.18342,0.68435,0,0.81711,0.66229,0.76839,0.49093,1.21218,0.70911,0,0.00033343,0.00033343,0.00033343
89,10095.6,1.18395,0.68125,0,0.8172,0.66239,0.76843,0.491,1.21229,0.70909,0,0.00022232,0.00022232,0.00022232
90,10575.5,1.17732,0.67952,0,0.81723,0.6624,0.76852,0.49101,1.21266,0.70912,0,0.00011121,0.00011121,0.00011121
